globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
783 | Revision_694/jnamed.java | 124 | 131 | 1 | 412 | getCache | getCache(short dclass) | 124 | 131 |  | jnamed
1072 | Revision_694/org/xbill/DNS/dns.java | 153 | 160 | 1 | 412 | getCache | getCache(short dclass) | 153 | 160 | org.xbill.DNS | dns
710 | Revision_694/jnamed.java | 174 | 182 | 2 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 192 |  | jnamed
1071 | Revision_694/jnamed.java | 183 | 191 | 2 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 192 |  | jnamed
1071 | Revision_694/jnamed.java | 176 | 181 | 3 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 192 |  | jnamed
1075 | Revision_694/org/xbill/DNS/SimpleResolver.java | 388 | 393 | 3 | 67 | sendAXFR | sendAXFR(Message query) throws IOException | 308 | 428 | org.xbill.DNS | SimpleResolver
1071 | Revision_694/jnamed.java | 185 | 190 | 3 | 277 | addRRset | addRRset(Name name, Message response, RRset rrset, byte section, int flags) | 169 | 192 |  | jnamed
711 | Revision_694/jnamed.java | 473 | 480 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
1061 | Revision_694/org/xbill/DNS/FindServer.java | 193 | 199 | 4 | 227 | findWin | findWin(InputStream in) | 145 | 201 | org.xbill.DNS | FindServer
711 | Revision_694/jnamed.java | 587 | 593 | 5 | 206 | serveTCP | serveTCP(InetAddress addr, short port) | 577 | 618 |  | jnamed
429 | Revision_694/org/xbill/DNS/SimpleResolver.java | 340 | 346 | 5 | 67 | sendAXFR | sendAXFR(Message query) throws IOException | 308 | 428 | org.xbill.DNS | SimpleResolver
711 | Revision_694/jnamed.java | 599 | 604 | 6 | 206 | serveTCP | serveTCP(InetAddress addr, short port) | 577 | 618 |  | jnamed
711 | Revision_694/jnamed.java | 635 | 640 | 6 | 207 | serveUDP | serveUDP(InetAddress addr, short port) | 621 | 654 |  | jnamed
710 | Revision_694/jnamed.java | 657 | 662 | 7 | 209 | addTCP | addTCP(final InetAddress addr, final short port) | 657 | 662 |  | jnamed
711 | Revision_694/jnamed.java | 665 | 670 | 7 | 210 | addUDP | addUDP(final InetAddress addr, final short port) | 665 | 670 |  | jnamed
1055 | Revision_694/org/xbill/DNS/A6Record.java | 36 | 41 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
298 | Revision_694/org/xbill/DNS/HINFORecord.java | 30 | 34 | 8 | 88 | HINFORecord | HINFORecord(Name _name, short _dclass, int _ttl, String _cpu, String _os) | 29 | 34 | org.xbill.DNS | HINFORecord
124 | Revision_694/org/xbill/DNS/NXTRecord.java | 33 | 37 | 8 | 244 | NXTRecord | NXTRecord(Name _name, short _dclass, int _ttl, Name _next, BitSet _bitmap) | 33 | 37 | org.xbill.DNS | NXTRecord
1048 | Revision_694/org/xbill/DNS/RPRecord.java | 32 | 36 | 8 | 481 | RPRecord | RPRecord(Name _name, short _dclass, int _ttl, Name _mailbox, Name _textDomain) | 32 | 36 | org.xbill.DNS | RPRecord
1041 | Revision_694/org/xbill/DNS/security/DSAPubKey.java | 26 | 30 | 8 | 449 | SimpleDSAParams | SimpleDSAParams(BigInteger p, BigInteger q, BigInteger g) | 26 | 30 | org.xbill.DNS.security | DSAPubKey
141 | Revision_694/org/xbill/DNS/Record.java | 40 | 45 | 8 | 26 | Record | Record(Name _name, short _type, short _dclass, int _ttl) | 40 | 45 | org.xbill.DNS | Record
1030 | Revision_694/org/xbill/DNS/ResolveThread.java | 28 | 33 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
1056 | Revision_694/org/xbill/DNS/A6Record.java | 74 | 86 | 9 | 81 | rdataToString | rdataToString() | 74 | 86 | org.xbill.DNS | A6Record
458 | Revision_694/org/xbill/DNS/SRVRecord.java | 72 | 84 | 9 | 81 | rdataToString | rdataToString() | 72 | 84 | org.xbill.DNS | SRVRecord
1031 | Revision_694/org/xbill/DNS/MX_KXRecord.java | 57 | 65 | 9 | 81 | rdataToString | rdataToString() | 57 | 65 | org.xbill.DNS | MX_KXRecord
583 | Revision_694/org/xbill/DNS/CERTRecord.java | 91 | 105 | 9 | 81 | rdataToString | rdataToString() | 91 | 105 | org.xbill.DNS | CERTRecord
492 | Revision_694/org/xbill/DNS/HINFORecord.java | 85 | 95 | 9 | 81 | rdataToString | rdataToString() | 85 | 95 | org.xbill.DNS | HINFORecord
1046 | Revision_694/org/xbill/DNS/RPRecord.java | 60 | 68 | 9 | 81 | rdataToString | rdataToString() | 60 | 68 | org.xbill.DNS | RPRecord
44 | Revision_694/org/xbill/DNS/Header.java | 215 | 225 | 9 | 54 | printFlags | printFlags() | 215 | 225 | org.xbill.DNS | Header
1060 | Revision_694/org/xbill/DNS/AAAARecord.java | 62 | 67 | 10 | 81 | rdataToString | rdataToString() | 62 | 67 | org.xbill.DNS | AAAARecord
342 | Revision_694/org/xbill/DNS/Header.java | 65 | 69 | 10 | 155 | toWire | toWire() throws IOException | 65 | 69 | org.xbill.DNS | Header
154 | Revision_694/org/xbill/DNS/Record.java | 265 | 269 | 10 | 78 | toWireCanonical | toWireCanonical() throws IOException | 265 | 269 | org.xbill.DNS | Record
1035 | Revision_694/org/xbill/DNS/utils/MyStringTokenizer.java | 196 | 201 | 10 | 402 | remainingTokens | remainingTokens() | 196 | 201 | org.xbill.DNS.utils | MyStringTokenizer
568 | Revision_694/org/xbill/DNS/NS_CNAME_PTRRecord.java | 53 | 58 | 10 | 81 | rdataToString | rdataToString() | 53 | 58 | org.xbill.DNS | NS_CNAME_PTRRecord
477 | Revision_694/org/xbill/DNS/Record.java | 276 | 280 | 10 | 284 | rdataToWireCanonical | rdataToWireCanonical() throws IOException | 276 | 280 | org.xbill.DNS | Record
479 | Revision_694/org/xbill/DNS/Record.java | 242 | 246 | 10 | 156 | toWire | toWire(int section) throws IOException | 242 | 246 | org.xbill.DNS | Record
846 | Revision_694/org/xbill/DNS/Cache.java | 47 | 57 | 11 | 299 | Element | Element(Record r, byte cred, int src) | 47 | 57 | org.xbill.DNS | Cache
832 | Revision_694/org/xbill/DNS/Cache.java | 60 | 69 | 11 | 299 | Element | Element(RRset r, byte cred, int src) | 60 | 69 | org.xbill.DNS | Cache
840 | Revision_694/org/xbill/DNS/Cache.java | 173 | 177 | 12 | 298 | Cache | Cache(short dclass) | 173 | 177 | org.xbill.DNS | Cache
848 | Revision_694/org/xbill/DNS/NameSet.java | 25 | 29 | 12 | 302 | NameSet | NameSet(boolean isCache) | 25 | 29 | org.xbill.DNS | NameSet
836 | Revision_694/org/xbill/DNS/Cache.java | 363 | 367 | 13 | 323 | lookupRecords | lookupRecords(Name name, short type, byte minCred) | 283 | 406 | org.xbill.DNS | Cache
836 | Revision_694/org/xbill/DNS/Cache.java | 385 | 389 | 13 | 323 | lookupRecords | lookupRecords(Name name, short type, byte minCred) | 283 | 406 | org.xbill.DNS | Cache
835 | Revision_694/org/xbill/DNS/Cache.java | 370 | 374 | 13 | 323 | lookupRecords | lookupRecords(Name name, short type, byte minCred) | 283 | 406 | org.xbill.DNS | Cache
835 | Revision_694/org/xbill/DNS/Cache.java | 390 | 394 | 13 | 323 | lookupRecords | lookupRecords(Name name, short type, byte minCred) | 283 | 406 | org.xbill.DNS | Cache
835 | Revision_694/org/xbill/DNS/Cache.java | 382 | 395 | 14 | 323 | lookupRecords | lookupRecords(Name name, short type, byte minCred) | 283 | 406 | org.xbill.DNS | Cache
1074 | Revision_694/org/xbill/DNS/Zone.java | 306 | 317 | 14 | 301 | findRecords | findRecords(Name name, short type) | 245 | 319 | org.xbill.DNS | Zone
835 | Revision_694/org/xbill/DNS/Cache.java | 539 | 544 | 15 | 300 | addMessage | addMessage(Message in) | 509 | 629 | org.xbill.DNS | Cache
835 | Revision_694/org/xbill/DNS/Cache.java | 552 | 557 | 15 | 300 | addMessage | addMessage(Message in) | 509 | 629 | org.xbill.DNS | Cache
1077 | Revision_694/org/xbill/DNS/Cache.java | 606 | 617 | 16 | 300 | addMessage | addMessage(Message in) | 509 | 629 | org.xbill.DNS | Cache
1079 | Revision_694/org/xbill/DNS/Cache.java | 620 | 628 | 16 | 300 | addMessage | addMessage(Message in) | 509 | 629 | org.xbill.DNS | Cache
571 | Revision_694/org/xbill/DNS/CERTRecord.java | 52 | 58 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
58 | Revision_694/org/xbill/DNS/KEYRecord.java | 73 | 79 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
462 | Revision_694/org/xbill/DNS/SRVRecord.java | 38 | 44 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
1081 | Revision_694/org/xbill/DNS/DSRecord.java | 40 | 46 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
575 | Revision_694/org/xbill/DNS/CERTRecord.java | 63 | 74 | 18 | NULL | NULL | NULL | NULL | NULL |  | 
