globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1 | Revision_36/Jmol/src/org/openscience/compchem/Ring.java | 129 | 134 | 1 | NULL | NULL | NULL | NULL | NULL |  | 
2 | Revision_36/Jmol/src/org/openscience/compchem/Sorter.java | 116 | 122 | 1 | NULL | NULL | NULL | NULL | NULL |  | 
3 | Revision_36/Jmol/src/org/openscience/jmol/AboutDialog.java | 71 | 79 | 2 | 3 | AboutDialog | public AboutDialog(JFrame fr) | 67 | 117 | org.openscience.jmol | AboutDialog
4 | Revision_36/Jmol/src/org/openscience/jmol/HelpDialog.java | 72 | 80 | 2 | 67 | HelpDialog | public HelpDialog(JFrame fr) | 68 | 118 | org.openscience.jmol | HelpDialog
5 | Revision_36/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | 72 | 80 | 2 | 142 | WhatsNewDialog | public WhatsNewDialog(JFrame fr) | 68 | 118 | org.openscience.jmol | WhatsNewDialog
6 | Revision_36/Jmol/src/org/openscience/jmol/AboutDialog.java | 119 | 123 | 3 | 376 | hyperlinkUpdate | public void hyperlinkUpdate(HyperlinkEvent e) | 119 | 123 | org.openscience.jmol | AboutDialog
7 | Revision_36/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | 120 | 124 | 3 | 376 | hyperlinkUpdate | public void hyperlinkUpdate(HyperlinkEvent e) | 120 | 124 | org.openscience.jmol | WhatsNewDialog
8 | Revision_36/Jmol/src/org/openscience/jmol/HelpDialog.java | 120 | 124 | 3 | 376 | hyperlinkUpdate | public void hyperlinkUpdate(HyperlinkEvent e) | 120 | 124 | org.openscience.jmol | HelpDialog
9 | Revision_36/Jmol/src/org/openscience/jmol/AboutDialog.java | 137 | 142 | 4 | 396 | linkActivated | protected void linkActivated(URL u) | 137 | 142 | org.openscience.jmol | AboutDialog
11 | Revision_36/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | 138 | 143 | 4 | 396 | linkActivated | protected void linkActivated(URL u) | 138 | 143 | org.openscience.jmol | WhatsNewDialog
10 | Revision_36/Jmol/src/org/openscience/jmol/HelpDialog.java | 138 | 143 | 4 | 396 | linkActivated | protected void linkActivated(URL u) | 138 | 143 | org.openscience.jmol | HelpDialog
12 | Revision_36/Jmol/src/org/openscience/jmol/AboutDialog.java | 155 | 178 | 5 | 455 | run | public void run() | 155 | 178 | org.openscience.jmol | AboutDialog
13 | Revision_36/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | 156 | 179 | 5 | 455 | run | public void run() | 156 | 179 | org.openscience.jmol | WhatsNewDialog
14 | Revision_36/Jmol/src/org/openscience/jmol/HelpDialog.java | 156 | 179 | 5 | 455 | run | public void run() | 156 | 179 | org.openscience.jmol | HelpDialog
15 | Revision_36/Jmol/src/org/openscience/jmol/AboutDialog.java | 185 | 195 | 6 | 185 | centerDialog | protected void centerDialog() | 185 | 195 | org.openscience.jmol | AboutDialog
25 | Revision_36/Jmol/src/org/openscience/jmol/AtomTypeTable.java | 197 | 207 | 6 | 185 | centerDialog | protected void centerDialog() | 197 | 207 | org.openscience.jmol | AtomTypeTable
18 | Revision_36/Jmol/src/org/openscience/jmol/WhatsNewDialog.java | 186 | 196 | 6 | 185 | centerDialog | protected void centerDialog() | 186 | 196 | org.openscience.jmol | WhatsNewDialog
21 | Revision_36/Jmol/src/org/openscience/jmol/Preferences.java | 954 | 964 | 6 | 185 | centerDialog | protected void centerDialog() | 954 | 964 | org.openscience.jmol | Preferences
20 | Revision_36/Jmol/src/org/openscience/jmol/pending/Animate.java | 356 | 366 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
19 | Revision_36/Jmol/src/org/openscience/jmol/HelpDialog.java | 186 | 196 | 6 | 185 | centerDialog | protected void centerDialog() | 186 | 196 | org.openscience.jmol | HelpDialog
24 | Revision_36/Jmol/src/org/openscience/jmol/pending/Preferences.java | 995 | 1005 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
17 | Revision_36/Jmol/src/org/openscience/jmol/MeasurementList.java | 304 | 314 | 6 | 185 | centerDialog | protected void centerDialog() | 304 | 314 | org.openscience.jmol | MeasurementList
23 | Revision_36/Jmol/src/org/openscience/jmol/Animate.java | 402 | 412 | 6 | 185 | centerDialog | protected void centerDialog() | 402 | 412 | org.openscience.jmol | Animate
22 | Revision_36/Jmol/src/org/openscience/jmol/Vibrate.java | 404 | 414 | 6 | 185 | centerDialog | protected void centerDialog() | 404 | 414 | org.openscience.jmol | Vibrate
16 | Revision_36/Jmol/src/org/openscience/jmol/Measure.java | 235 | 245 | 6 | 185 | centerDialog | protected void centerDialog() | 235 | 245 | org.openscience.jmol | Measure
