globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
4006 | Revision_2904/Jmol/examples/CDKIntegration.java | 48 | 71 | 1 | NULL | NULL | NULL | NULL | NULL |  | 
4007 | Revision_2904/Jmol/examples/Integration.java | 46 | 63 | 1 | NULL | NULL | NULL | NULL | NULL |  | 
4008 | Revision_2904/Jmol/examples/CDKIntegration.java | 97 | 102 | 2 | 414 | paint | public void paint(Graphics g) | 97 | 102 |  | JmolPanel
4013 | Revision_2904/Jmol/examples/CDKIntegration2.java | 120 | 125 | 2 | 414 | paint | public void paint(Graphics g) | 120 | 125 |  | JmolPanel
2952 | Revision_2904/Jmol/examples/JmolTable.java | 242 | 247 | 2 | 414 | paint | public void paint(Graphics g) | 242 | 247 |  | JmolPanel
2953 | Revision_2904/Jmol/examples/JmolTable.java | 177 | 182 | 3 | 390 | isCellEditable | public boolean isCellEditable(int row, int column) | 177 | 182 |  | JmolTable
2954 | Revision_2904/Jmol/examples/JmolTable.java | 215 | 220 | 3 | 390 | isCellEditable | public boolean isCellEditable(int row, int column) | 215 | 220 |  | JmolTable
284 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 319 | 325 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
285 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 982 | 990 | 4 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 963 | 997 | com.obrador | Huffman
286 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 1011 | 1018 | 4 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 999 | 1032 | com.obrador | Huffman
840 | Revision_2904/Jmol/src/org/openscience/jmol/app/LoopedStreams.java | 110 | 118 | 4 | 558 | startByteArrayReaderThread | private void startByteArrayReaderThread() | 84 | 122 | org.openscience.jmol.app | LoopedStreams
841 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 1301 | 1307 | 4 | 373 | getYCCArray | private void getYCCArray() | 1264 | 1348 | com.obrador | JpegInfo
1509 | Revision_2904/Jmol/src/org/jmol/viewer/Eval.java | 3100 | 3105 | 4 | 3721 | moveto | void moveto() throws ScriptException | 3072 | 3182 | org.jmol.viewer | Eval
1551 | Revision_2904/Jmol/src/org/jmol/viewer/Eval.java | 3161 | 3166 | 4 | 3721 | moveto | void moveto() throws ScriptException | 3072 | 3182 | org.jmol.viewer | Eval
3128 | Revision_2904/Jmol/src/org/jmol/viewer/Eval.java | 3171 | 3176 | 4 | 3721 | moveto | void moveto() throws ScriptException | 3072 | 3182 | org.jmol.viewer | Eval
3048 | Revision_2904/Jmol/src/org/jmol/viewer/Eval.java | 1909 | 1914 | 4 | 1621 | move | void move() throws ScriptException | 1850 | 1918 | org.jmol.viewer | Eval
282 | Revision_2904/Jmol/src/org/openscience/jmol/app/JmolResourceHandler.java | 122 | 127 | 4 | 356 | getString | private synchronized String getString(String key) | 115 | 129 | org.openscience.jmol.app | JmolResourceHandler
3066 | Revision_2904/Jmol/src/org/jmol/adapter/smarter/AtomSetCollection.java | 72 | 75 | 4 | 3151 | finalize | protected void finalize() | 72 | 75 | org.jmol.adapter.smarter | AtomSetCollection
2257 | Revision_2904/Jmol/src/org/jmol/applet/JmolAppletRegistry.java | 79 | 85 | 4 | 2754 | getJsoWindow | JSObject getJsoWindow() | 77 | 89 | org.jmol.applet | JmolAppletRegistry
3052 | Revision_2904/Jmol/src/org/jmol/viewer/Eval.java | 178 | 181 | 4 | 1481 | loadScriptFileInternal | boolean loadScriptFileInternal(String filename) | 163 | 184 | org.jmol.viewer | Eval
2264 | Revision_2904/Jmol/src/org/openscience/jmol/app/Jmol.java | 994 | 1000 | 4 | 934 | print | public void print() | 990 | 1001 | org.openscience.jmol.app | Jmol
2258 | Revision_2904/Jmol/src/org/jmol/applet/JmolAppletRegistry.java | 94 | 100 | 4 | 2753 | getJsoTop | JSObject getJsoTop() | 91 | 102 | org.jmol.applet | JmolAppletRegistry
1017 | Revision_2904/Jmol/src/org/openscience/jmol/app/HistoryFile.java | 109 | 118 | 4 | 1089 | save | private void save() | 109 | 118 | org.openscience.jmol.app | HistoryFile
1015 | Revision_2904/Jmol/src/org/openscience/jmol/app/HistoryFile.java | 95 | 104 | 4 | 629 | load | private void load() | 95 | 104 | org.openscience.jmol.app | HistoryFile
287 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 483 | 488 | 5 | 380 | initMatrix | private void initMatrix(int quality) | 392 | 600 | com.obrador | DCT
288 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 571 | 576 | 5 | 380 | initMatrix | private void initMatrix(int quality) | 392 | 600 | com.obrador | DCT
289 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 490 | 500 | 6 | 380 | initMatrix | private void initMatrix(int quality) | 392 | 600 | com.obrador | DCT
291 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 770 | 775 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
290 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 578 | 590 | 6 | 380 | initMatrix | private void initMatrix(int quality) | 392 | 600 | com.obrador | DCT
292 | Revision_2904/Jmol/src/com/obrador/JpegEncoder.java | 748 | 755 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
