globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
284 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 312 | 318 | 1 | NULL | NULL | NULL | NULL | NULL |  | 
285 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 972 | 980 | 1 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 953 | 987 | com.obrador | Huffman
286 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1001 | 1008 | 1 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 989 | 1022 | com.obrador | Huffman
840 | Revision_1825/Jmol/src/org/openscience/jmol/LoopedStreams.java | 110 | 118 | 1 | 558 | startByteArrayReaderThread | private void startByteArrayReaderThread() | 84 | 122 | org.openscience.jmol | LoopedStreams
1509 | Revision_1825/Jmol/src/org/openscience/jmol/viewer/script/Eval.java | 1820 | 1825 | 1 | 2041 | animatePlay | void animatePlay(boolean forward) | 1799 | 1828 | org.openscience.jmol.viewer.script | Eval
841 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1289 | 1295 | 1 | 373 | getYCCArray | private void getYCCArray() | 1254 | 1336 | com.obrador | JpegInfo
282 | Revision_1825/Jmol/src/org/openscience/jmol/app/JmolResourceHandler.java | 110 | 115 | 1 | 356 | getString | public synchronized String getString(String key) | 103 | 117 | org.openscience.jmol.app | JmolResourceHandler
1551 | Revision_1825/Jmol/src/org/openscience/jmol/viewer/script/Eval.java | 1593 | 1598 | 1 | 1621 | move | void move() throws ScriptException | 1532 | 1602 | org.openscience.jmol.viewer.script | Eval
2257 | Revision_1825/Jmol/src/JmolAppletRegistry.java | 76 | 82 | 1 | 2754 | getJsoWindow | JSObject getJsoWindow() | 74 | 86 |  | JmolAppletRegistry
2062 | Revision_1825/Jmol/src/JmolApplet.java | 153 | 159 | 1 | 363 | getValue | private String getValue(String propertyName, String defaultValue) | 149 | 161 |  | JmolApplet
2062 | Revision_1825/Jmol/src/JmolApplet.java | 120 | 126 | 1 | 1608 | initWindows | public void initWindows() | 106 | 127 |  | JmolApplet
2258 | Revision_1825/Jmol/src/JmolAppletRegistry.java | 91 | 97 | 1 | 2753 | getJsoTop | JSObject getJsoTop() | 88 | 99 |  | JmolAppletRegistry
2159 | Revision_1825/Jmol-Plugins/rssviewer/src/org/openscience/jmolplugin/rssviewer/RSSViewerPlugin.java | 92 | 98 | 1 | 555 | RSSViewerPlugin | public RSSViewerPlugin() | 88 | 118 | org.openscience.cdk.applications.plugin | RSSViewerPlugin
2167 | Revision_1825/Jmol/src/org/openscience/jmol/adapters/SimpleModelAdapter.java | 670 | 676 | 1 | 2893 | conect | void conect() | 624 | 699 | org.openscience.jmol.adapters | PdbModel
2264 | Revision_1825/Jmol/src/org/openscience/jmol/app/Jmol.java | 928 | 934 | 1 | 934 | print | public void print() | 924 | 935 | org.openscience.jmol.app | Jmol
1408 | Revision_1825/Jmol/src/org/openscience/jmol/app/BandPlotEPSRenderer.java | 88 | 94 | 1 | 1555 | writeLine | private void writeLine(String line) | 88 | 94 | org.openscience.jmol.app | BandPlotEPSRenderer
1017 | Revision_1825/Jmol/src/org/openscience/jmol/app/HistoryFile.java | 109 | 118 | 1 | 1089 | save | private void save() | 109 | 118 | org.openscience.jmol.app | HistoryFile
364 | Revision_1825/Jmol/src/org/openscience/jmol/app/Preferences.java | 253 | 262 | 1 | 1234 | sync | public void sync() | 253 | 262 | org.openscience.jmol.app | Preferences
1015 | Revision_1825/Jmol/src/org/openscience/jmol/app/HistoryFile.java | 95 | 104 | 1 | 629 | load | private void load() | 95 | 104 | org.openscience.jmol.app | HistoryFile
1145 | Revision_1825/Jmol/src/org/openscience/jmol/app/Preferences.java | 64 | 72 | 1 | 111 | Preferences | private Preferences() | 64 | 72 | org.openscience.jmol.app | Preferences
1144 | Revision_1825/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 1016 | 1026 | 1 | 1089 | save | private void save() | 1016 | 1026 | org.openscience.jmol.app | PreferencesDialog
2160 | Revision_1825/Jmol-Plugins/rssviewer/src/org/openscience/jmolplugin/rssviewer/RSSViewerPlugin.java | 344 | 353 | 1 | 2587 | readProperties | private Properties readProperties() | 338 | 355 | org.openscience.cdk.applications.plugin | RSSViewerPlugin
287 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 476 | 481 | 2 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
288 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 564 | 569 | 2 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
289 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 483 | 493 | 3 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
291 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 764 | 769 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
292 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 742 | 749 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
290 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 571 | 581 | 3 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
293 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 737 | 752 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
294 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 759 | 772 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
295 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 954 | 987 | 5 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 953 | 987 | com.obrador | Huffman
296 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 989 | 1022 | 5 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 989 | 1022 | com.obrador | Huffman
297 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1049 | 1054 | 6 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
298 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1085 | 1090 | 6 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
299 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1156 | 1161 | 6 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
300 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1120 | 1125 | 6 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
301 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1062 | 1070 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
302 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1133 | 1141 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
303 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1169 | 1177 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
304 | Revision_1825/Jmol/src/com/obrador/JpegEncoder.java | 1098 | 1106 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
909 | Revision_1825/Jmol/src/freeware/PrintfFormat.java | 479 | 483 | 8 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
2199 | Revision_1825/Jmol/src/org/openscience/jmol/viewer/managers/MouseManager12.java | 48 | 57 | 8 | 2653 | MouseManager12 | public MouseManager12(Component component, JmolViewer viewer) | 48 | 57 | org.openscience.jmol.viewer.managers | MouseManager12
1462 | Revision_1825/Jmol/src/org/openscience/jmol/viewer/managers/SelectionManager.java | 107 | 111 | 8 | 1490 | setSelectionSet | public void setSelectionSet(BitSet set) | 107 | 111 | org.openscience.jmol.viewer.managers | SelectionManager
1571 | Revision_1825/Jmol/src/org/openscience/jmol/app/ConsoleTextArea.java | 53 | 59 | 8 | 36 | ConsoleTextArea | public ConsoleTextArea() throws IOException | 48 | 62 | org.openscience.jmol.app | ConsoleTextArea
910 | Revision_1825/Jmol/src/freeware/PrintfFormat.java | 532 | 536 | 8 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
1994 | Revision_1825/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1178 | 1183 | 8 | 1664 | checkOversample | public void checkOversample() | 1178 | 1183 | org.openscience.jmol.viewer | JmolViewer
1117 | Revision_1825/Jmol/src/org/openscience/jmol/app/CrystalPropertiesDialog.java | 1842 | 1847 | 8 | 1190 | commitChange | private void commitChange() | 1757 | 1865 | org.openscience.jmol.app | CrystalPropertiesDialog
2412 | Revision_1825/Jmol/src/org/openscience/jmol/ui/JmolPopupSwing.java | 130 | 134 | 8 | 2055 | addMenuItems | void addMenuItems(String key, Object menu) | 94 | 141 | org.openscience.jmol.ui | JmolPopupSwing
911 | Revision_1825/Jmol/src/freeware/PrintfFormat.java | 643 | 659 | 9 | 1069 | sprintf | public String sprintf() | 643 | 659 | freeware | PrintfFormat
