globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1 | Revision_576/asp.c | 74 | 89 | 1 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
2 | Revision_576/asp.c | 97 | 112 | 1 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
13 | Revision_576/erlang.c | 58 | 62 | 2 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 57 | 62 |  | erlang
11 | Revision_576/python.c | 198 | 202 | 2 | 173 | skipSpace | static const char *skipSpace (const char *cp) | 197 | 202 |  | python
12 | Revision_576/sml.c | 84 | 88 | 2 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 83 | 88 |  | sml
14 | Revision_576/erlang.c | 66 | 75 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
15 | Revision_576/python.c | 206 | 215 | 3 | 328 | parseIdentifier | static const char *parseIdentifier (const char *cp, vString *const identifier) | 205 | 215 |  | python
20 | Revision_576/jscript.c | 200 | 204 | 4 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 199 | 204 |  | jscript
21 | Revision_576/sql.c | 370 | 374 | 4 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 369 | 374 |  | sql
22 | Revision_576/jscript.c | 232 | 248 | 5 | 635 | makeJsTag | static void makeJsTag (tokenInfo *const token, const jsKind kind) | 227 | 249 |  | jscript
23 | Revision_576/sql.c | 402 | 418 | 5 | 559 | makeSqlTag | static void makeSqlTag (tokenInfo *const token, const sqlKind kind) | 397 | 419 |  | sql
24 | Revision_576/jscript.c | 274 | 281 | 6 | 449 | skipToCharacter | static int skipToCharacter (const int c) | 273 | 281 |  | jscript
25 | Revision_576/sql.c | 426 | 433 | 6 | 449 | skipToCharacter | static int skipToCharacter (const int c) | 425 | 433 |  | sql
26 | Revision_576/jscript.c | 284 | 298 | 7 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 283 | 298 |  | jscript
23 | Revision_576/sql.c | 436 | 450 | 7 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 435 | 450 |  | sql
28 | Revision_576/jscript.c | 304 | 315 | 8 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 303 | 315 |  | jscript
29 | Revision_576/sql.c | 455 | 466 | 8 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 454 | 466 |  | sql
42 | Revision_576/jscript.c | 369 | 399 | 9 | 408 | readToken | static void readToken (tokenInfo *const token) | 327 | 417 |  | jscript
43 | Revision_576/sql.c | 558 | 588 | 9 | 408 | readToken | static void readToken (tokenInfo *const token) | 478 | 612 |  | sql
44 | Revision_576/jscript.c | 435 | 465 | 10 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 434 | 465 |  | jscript
17 | Revision_576/sql.c | 666 | 696 | 10 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 665 | 696 |  | sql
34 | Revision_576/jscript.c | 478 | 485 | 11 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 477 | 485 |  | jscript
35 | Revision_576/sql.c | 631 | 638 | 11 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 630 | 638 |  | sql
38 | Revision_576/jscript.c | 624 | 635 | 12 | 644 | parseLoop | static void parseLoop (tokenInfo *const token) | 550 | 637 |  | jscript
39 | Revision_576/sql.c | 844 | 864 | 12 | 562 | parseRecord | static void parseRecord (tokenInfo *const token) | 799 | 866 |  | sql
6 | Revision_576/readtags.c | 106 | 113 | 13 | 460 | struppercmp | static int struppercmp (const char *s1, const char *s2) | 105 | 113 |  | readtags
9 | Revision_576/routines.c | 288 | 295 | 13 | 460 | struppercmp | extern int struppercmp (const char *s1, const char *s2) | 287 | 295 |  | routines
8 | Revision_576/readtags.c | 116 | 123 | 14 | 460 | strnuppercmp | static int strnuppercmp (const char *s1, const char *s2, size_t n) | 115 | 123 |  | readtags
10 | Revision_576/routines.c | 298 | 305 | 14 | 460 | strnuppercmp | extern int strnuppercmp (const char *s1, const char *s2, size_t n) | 297 | 305 |  | routines
