globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_255/asp.c | 73 | 88 | 1 | 158 | findAspTags | 41 | 178
2 | Revision_255/asp.c | 96 | 111 | 1 | 158 | findAspTags | 41 | 178
13 | Revision_255/eiffel.c | 367 | 376 | 2 | 457 | skipToCharacter | 366 | 376
14 | Revision_255/sql.c | 248 | 255 | 2 | 602 | skipToCharacter | 247 | 255
15 | Revision_255/eiffel.c | 660 | 664 | 3 | 415 | readToken | 614 | 745
16 | Revision_255/sql.c | 336 | 340 | 3 | 600 | readToken | 299 | 384
3 | Revision_255/eiffel.c | 720 | 727 | 4 | 415 | readToken | 614 | 745
4 | Revision_255/fortran.c | 878 | 885 | 4 | 416 | readToken | 790 | 902
17 | Revision_255/python.c | 105 | 109 | 5 | 566 | skipSpace | 104 | 109
18 | Revision_255/sml.c | 82 | 86 | 5 | 612 | skipSpace | 81 | 86
11 | Revision_255/routines.c | 275 | 282 | 6 | 570 | struppercmp | 274 | 282
8 | Revision_255/readtags.c | 109 | 116 | 6 | 528 | struppercmp | 108 | 116
12 | Revision_255/routines.c | 285 | 292 | 7 | 528 | strnuppercmp | 284 | 292
10 | Revision_255/readtags.c | 119 | 126 | 7 | 528 | strnuppercmp | 118 | 126
