globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1 | Revision_557/args.c | 85 | 92 | 1 | 301 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92 |  | args
2 | Revision_557/args.c | 160 | 167 | 1 | 300 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 159 | 167 |  | args
3 | Revision_557/args.c | 182 | 190 | 2 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 181 | 190 |  | args
4 | Revision_557/args.c | 203 | 211 | 2 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 202 | 211 |  | args
5 | Revision_557/args.c | 193 | 200 | 2 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 192 | 200 |  | args
6 | Revision_557/args.c | 266 | 272 | 3 | 52 | argDelete | extern void argDelete (Arguments* const current) | 265 | 272 |  | args
7 | Revision_557/options.c | 579 | 584 | 3 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 578 | 584 |  | options
188 | Revision_557/asm.c | 120 | 128 | 4 | 552 | buildAsmKeywordHash | static void buildAsmKeywordHash (void) | 119 | 128 |  | asm
280 | Revision_557/jscript.c | 175 | 184 | 4 | 629 | buildJsKeywordHash | static void buildJsKeywordHash (void) | 174 | 184 |  | jscript
196 | Revision_557/sql.c | 334 | 343 | 4 | 555 | buildSqlKeywordHash | static void buildSqlKeywordHash (void) | 333 | 343 |  | sql
258 | Revision_557/verilog.c | 108 | 118 | 4 | 226 | initialize | static void initialize (const langType language) | 107 | 118 |  | verilog
170 | Revision_557/asm.c | 131 | 139 | 5 | 551 | analyzeOperator | static opKeyword analyzeOperator (const vString *const op) | 130 | 139 |  | asm
297 | Revision_557/jscript.c | 318 | 325 | 5 | 47 | analyzeToken | static keywordId analyzeToken (vString *const name) | 317 | 325 |  | jscript
292 | Revision_557/sql.c | 457 | 464 | 5 | 47 | analyzeToken | static keywordId analyzeToken (vString *const name) | 456 | 464 |  | sql
191 | Revision_557/asm.c | 243 | 256 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
179 | Revision_557/asm.c | 261 | 271 | 6 | NULL | NULL | NULL | NULL | NULL |  | 
256 | Revision_557/asm.c | 347 | 352 | 7 | 536 | findAsmTags | static void findAsmTags (void) | 273 | 357 |  | asm
257 | Revision_557/sh.c | 89 | 94 | 7 | 178 | findShTags | static void findShTags (void) | 53 | 100 |  | sh
174 | Revision_557/asm.c | 366 | 385 | 8 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 365 | 385 |  | asm
22 | Revision_557/tcl.c | 106 | 114 | 8 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114 |  | tcl
230 | Revision_557/erlang.c | 179 | 187 | 8 | 575 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187 |  | erlang
184 | Revision_557/verilog.c | 316 | 325 | 8 | 547 | VerilogParser | extern parserDefinition* VerilogParser (void) | 315 | 325 |  | verilog
14 | Revision_557/python.c | 447 | 455 | 8 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 446 | 455 |  | python
19 | Revision_557/perl.c | 341 | 349 | 8 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 340 | 349 |  | perl
197 | Revision_557/sql.c | 1816 | 1825 | 8 | 554 | SqlParser | extern parserDefinition* SqlParser (void) | 1815 | 1825 |  | sql
216 | Revision_557/sml.c | 202 | 210 | 8 | 569 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210 |  | sml
15 | Revision_557/beta.c | 311 | 319 | 8 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319 |  | beta
213 | Revision_557/cobol.c | 40 | 48 | 8 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48 |  | cobol
366 | Revision_557/php.c | 89 | 96 | 8 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 88 | 96 |  | php
11 | Revision_557/lisp.c | 127 | 137 | 8 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137 |  | lisp
16 | Revision_557/ruby.c | 389 | 397 | 8 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 388 | 397 |  | ruby
24 | Revision_557/sh.c | 103 | 113 | 8 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113 |  | sh
154 | Revision_557/lua.c | 123 | 131 | 8 | 520 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131 |  | lua
275 | Revision_557/basic.c | 191 | 199 | 8 | 621 | PureBasicParser | parserDefinition *PureBasicParser (void) | 190 | 199 |  | basic
18 | Revision_557/asp.c | 201 | 209 | 8 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209 |  | asp
10 | Revision_557/awk.c | 71 | 79 | 8 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79 |  | awk
276 | Revision_557/basic.c | 180 | 188 | 8 | 619 | BlitzBasicParser | parserDefinition *BlitzBasicParser (void) | 179 | 188 |  | basic
13 | Revision_557/pascal.c | 257 | 265 | 8 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 256 | 265 |  | pascal
17 | Revision_557/scheme.c | 99 | 109 | 8 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109 |  | scheme
277 | Revision_557/basic.c | 202 | 210 | 8 | 620 | FreeBasicParser | parserDefinition *FreeBasicParser (void) | 201 | 210 |  | basic
20 | Revision_557/vim.c | 626 | 634 | 8 | 26 | VimParser | extern parserDefinition* VimParser (void) | 625 | 634 |  | vim
26 | Revision_557/make.c | 199 | 209 | 8 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 198 | 209 |  | make
281 | Revision_557/jscript.c | 1237 | 1250 | 8 | 584 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 1236 | 1250 |  | jscript
253 | Revision_557/html.c | 40 | 47 | 8 | 583 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47 |  | html
28 | Revision_557/yacc.c | 31 | 38 | 8 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38 |  | yacc
27 | Revision_557/slang.c | 34 | 41 | 8 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41 |  | slang
25 | Revision_557/rexx.c | 30 | 37 | 8 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37 |  | rexx
29 | Revision_557/keyword.c | 107 | 116 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
205 | Revision_557/sql.c | 346 | 355 | 8 | 296 | newToken | static tokenInfo *newToken (void) | 345 | 355 |  | sql
30 | Revision_557/options.c | 533 | 538 | 8 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 507 | 540 |  | options
242 | Revision_557/options.c | 626 | 632 | 8 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 613 | 634 |  | options
282 | Revision_557/jscript.c | 187 | 197 | 8 | 296 | newToken | static tokenInfo *newToken (void) | 186 | 197 |  | jscript
31 | Revision_557/asp.c | 71 | 90 | 9 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
32 | Revision_557/asp.c | 94 | 113 | 9 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
33 | Revision_557/asp.c | 117 | 133 | 10 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
34 | Revision_557/asp.c | 175 | 190 | 10 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
34 | Revision_557/asp.c | 156 | 171 | 10 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
34 | Revision_557/asp.c | 137 | 152 | 10 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
278 | Revision_557/basic.c | 118 | 123 | 11 | 625 | match_colon_label | static void match_colon_label (char const *p) | 112 | 124 |  | basic
279 | Revision_557/basic.c | 130 | 135 | 11 | 626 | match_dot_label | static void match_dot_label (char const *p) | 127 | 136 |  | basic
43 | Revision_557/beta.c | 71 | 80 | 12 | 278 | makeBetaTag | static void makeBetaTag (const char* const name, const betaKind kind) | 70 | 80 |  | beta
217 | Revision_557/sml.c | 75 | 81 | 12 | 572 | makeSmlTag | static void makeSmlTag (smlKind type, vString *name) | 74 | 81 |  | sml
283 | Revision_557/jscript.c | 211 | 225 | 12 | 634 | makeConstTag | static void makeConstTag (tokenInfo *const token, const jsKind kind) | 210 | 225 |  | jscript
44 | Revision_557/parse.c | 43 | 54 | 12 | NULL | NULL | NULL | NULL | NULL |  | 
198 | Revision_557/sql.c | 369 | 383 | 12 | 559 | makeConstTag | static void makeConstTag (tokenInfo *const token, const sqlKind kind) | 368 | 383 |  | sql
45 | Revision_557/beta.c | 134 | 141 | 13 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
46 | Revision_557/beta.c | 204 | 212 | 13 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
47 | Revision_557/beta.c | 152 | 156 | 14 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
49 | Revision_557/beta.c | 158 | 162 | 14 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
48 | Revision_557/beta.c | 271 | 275 | 14 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
51 | Revision_557/beta.c | 165 | 169 | 14 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
50 | Revision_557/beta.c | 277 | 281 | 14 | 158 | findBetaTags | static void findBetaTags (void) | 82 | 308 |  | beta
231 | Revision_557/erlang.c | 58 | 62 | 15 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 57 | 62 |  | erlang
180 | Revision_557/python.c | 177 | 181 | 15 | 328 | skipIdentifier | static const char *skipIdentifier (const char *cp) | 176 | 181 |  | python
